2010, 'SOUTHERN OREGON COASTAL'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'WINO3', 'WINCHESTER DAM', '   3.32', '   5.02', '   3.80', '   5.16', '   3.06', '   4.45', '   5.30', '   3.90', '   2.06', '   0.00', '   0.20', '   1.57', ' 37.84', ' 106', ' 106'
2010, 'WLMO3', 'WILLIAMS', '   2.18', '   3.04', '   2.48', '   6.75', '   3.19', '   3.77', '   5.02', '   1.84', 'M', '   0.00', '   0.02', '   1.86', 'M'
2010, 'OREGON CLOSED BASINS'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'HMRO3', 'HART MOUNTAIN REF', '   1.62', '   2.50', '   0.39', '   0.83', '   0.34', '   1.88', '   1.67', '   2.36', '   0.54', '   0.00', '   0.22', '   0.86', ' 13.21', ' 104', ' 104'
2010, 'PASO3', 'PAISLEY', '   0.29', '   0.28', '   0.07', '   0.60', '   0.50', '   1.04', '   1.81', '   1.30', '   1.21', '   0.38', '   0.25', '   0.17', '  7.90', '  73', '  73'
2010, 'SMMO3', 'SUMMER LAKE', '   0.60', '   0.80', '   0.36', '   1.37', '   0.36', '   1.41', '   1.60', '   1.38', '   1.05', '   0.66', '   0.22', '   0.25', ' 10.06', '  79', '  79'
2010, 'SVLO3', 'SILVER LAKE', '   0.36', '   0.47', '   0.27', '   1.03', '   0.50', '   0.79', '   1.18', '   0.64', 'M', '   0.18', '   0.29', '   0.14', 'M'
2010, 'NORTHERN CALIFORNIA COASTAL'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'CEC', 'CRESCENT CITY ASOS', '   2.79', '   7.74', '   7.67', '  10.40', '   7.69', '   7.80', '   8.52', '   3.83', '   5.52', '   0.00', '   0.09', '   2.63', ' 64.68', 'NA', 'NA'
2010, 'CECC1', 'CRESCENT CITY 3NNW', '   3.82', '   9.31', '   9.02', '  14.14', '   9.55', '  10.36', '  10.47', '   5.11', '   7.27', '   0.01', '   0.22', '   3.17', ' 82.45', ' 123', ' 123'
2010, 'CVLC1', 'COVELO', '   2.68', '   2.42', '   4.91', '  10.92', '   4.27', '   4.52', '   6.45', '   2.57', '   0.60', '   0.00', '   0.00', '   0.04', ' 39.38', '  93', '  93'
2010, 'EKA', 'EUREKA', '   1.95', '   4.15', '   4.17', '   9.29', '   4.20', '   6.06', '   7.76', '   3.51', '   2.31', '   0.04', '   0.15', '   1.39', ' 44.98', ' 118', ' 118'
2010, 'FORC1', 'FORT ROSS', '   2.99', '   1.53', 'M', '  14.48', 'M', '   3.98', '   6.79', '   2.47', '   0.00', '   0.03', 'M', '   0.52', 'M'
2010, 'FRBC1', 'FT BRAGG 5N', '   3.66', '   3.33', '   5.73', '  10.01', '   5.37', '   6.19', '   7.49', '   1.99', '   1.95', '   0.01', '   0.02', '   0.68', ' 46.43', ' 113', ' 113'
2010, 'GASC1', 'GASQUET RS', '   6.97', '  10.49', '   7.18', '  16.82', '  10.70', '  12.79', '  14.23', '   6.18', '   6.33', '   0.00', '   0.05', '   4.27', ' 96.01', ' 104', ' 104'
2010, 'GCSC1', 'GRIZZLY CREEK SP', 'M', '   5.21', '   5.17', 'M', '   8.09', 'M', 'M', '   3.62', '   1.28', '   0.00', 'M', 'M', 'M'
2010, 'OPCC1', 'PRAIRIE CREEK SP', '   3.67', '   6.59', '   5.77', '  12.69', '   7.23', '   7.84', '   7.11', '   3.72', '   5.54', '   0.00', 'M', '   0.83', 'M'
2010, 'RIHC1', 'RICHARDSON GROVE SP', '   5.81', '   4.92', '   9.04', '  19.53', '   9.14', '   8.88', '  10.28', '   3.96', '   1.39', '   0.00', 'M', '   1.22', 'M'
2010, 'SCOC1', 'SCOTIA', '   4.33', '   4.59', '   4.58', '  16.23', '   6.20', '   5.53', '   7.97', '   3.21', '   1.55', '   0.00', '   0.17', '   0.53', ' 54.89', ' 113', ' 113'
2010, 'WTSC1', 'WILLITS 1NE', '   3.65', '   3.14', '   4.77', '  13.29', '   5.17', '   5.85', '   8.25', '   3.01', '   0.61', '   0.00', '   0.00', '   0.52', ' 48.26', '  97', '  97'
2010, 'UPPER KLAMATH'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'BLIO3', 'BLY 4SE', '   1.43', '   2.47', '   3.51', '   2.71', '   0.74', '   0.87', '   2.32', '   1.46', '   0.80', '   0.07', '   0.57', '   0.15', ' 17.10', 'NA', 'NA'
2010, 'CHEO3', 'CHEMULT', '   2.62', '   1.68', '   3.26', '   4.54', '   2.36', '   1.89', '   2.69', '   0.78', '   1.45', '   0.00', '   0.61', '   1.62', ' 23.50', '  92', '  92'
2010, 'CHQO3', 'CHILOQUIN 7NW', '   0.60', '   1.57', '   4.14', '   3.00', '   2.20', '   1.45', '   1.49', '   1.07', '   1.15', '   0.04', '   0.19', '   1.43', ' 18.33', '  92', '  92'
2010, 'CRLO3', 'CRATER LAKE NP', '   5.65', '   6.60', '   7.17', '  12.39', '   8.97', '   8.15', '   6.95', '   3.03', '   4.93', '   0.31', '   1.44', '   4.78', ' 70.37', ' 105', ' 105'
2010, 'GBZO3', 'GERBER', '   1.10', '   1.80', '   1.50', '   2.20', '   1.30', '   1.10', '   2.70', '   1.40', '   0.80', '   0.20', '   0.50', '   0.40', ' 15.00', '  82', '  82'
2010, 'HOWO3', 'HOWARD PRAIRIE', 'M', 'M', 'M', 'M', 'M', '   3.23', '   4.13', '   1.67', '   1.29', '   0.00', '   0.39', '   0.81', 'M'
2010, 'KENO3', 'KENO', '   0.46', '   1.27', '   1.09', '   2.53', '   0.84', '   1.38', '   2.19', '   0.70', '   0.89', '   0.10', '   0.41', '   0.26', ' 12.12', '  60', '  60'
2010, 'LMT', 'KLAMATH FALLS', '   0.56', '   0.87', '   0.78', '   1.36', '   0.46', '   0.40', '   1.44', '   0.72', '   0.55', '   0.21', '   0.14', '   0.05', '  7.54', '  54', '  54'
2010, 'LOWER KLAMATH'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'BBAC1', 'BIG BAR 4E', '   3.51', '   2.19', '   3.29', '   8.27', '   5.14', '   2.19', '   8.64', '   3.00', '   0.70', '   0.08', 'M', '   0.35', 'M'
2010, 'CHNC1', 'CALLAHAN', '   2.12', '   1.43', '   1.06', '   5.48', '   2.21', '   1.91', '   3.96', '   0.68', '   0.55', '   0.28', '   0.05', '   0.50', ' 20.23', '  95', '  95'
2010, 'COPC1', 'COPCO #1 DAM', '   0.43', '   1.50', '   0.91', '   2.96', '   1.25', '   1.82', '   2.53', '   1.05', '   0.85', '   0.15', '   0.05', '   0.63', ' 14.13', '  69', '  69'
2010, 'FOJC1', 'FORT JONES', '   1.40', '   0.75', '   1.93', '   2.94', '   1.46', '   2.24', '   3.41', '   0.57', 'M', '   0.28', '   0.01', '   0.68', 'M'
2010, 'HPAC1', 'HOOPA', '   2.50', '   5.10', 'M', '  10.60', '   6.30', '   6.70', '   7.60', '   3.60', '   2.00', '   0.00', '   0.00', '   1.30', 'M'
2010, 'HPYC1', 'HAPPY CAMP', '   3.05', '   2.85', '   2.29', '   9.01', '   5.29', '   7.19', '   6.90', '   2.66', '   2.29', '   0.00', '   0.05', '   1.15', ' 42.73', '  83', '  83'
2010, 'HYAC1', 'HYAMPOM', '   3.40', '   3.10', 'M', '  10.00', '   6.50', '   5.00', '   6.20', '   1.70', '   1.00', '   0.00', '   0.00', 'M', 'M'
2010, 'MTHC1', 'MT. HEBRON RS', '   0.52', '   0.83', '   0.35', '   2.11', '   0.61', '   0.30', '   0.85', '   0.27', '   0.58', '   0.28', '   0.05', '   0.22', '  6.97', '  55', '  55'
2010, 'ORLC1', 'ORLEANS', '   1.83', '   5.15', '   5.90', '  10.26', '   5.94', '   7.02', '   8.09', '   3.44', '   2.35', '   0.00', '   0.05', '   1.16', ' 51.19', '  97', '  97'
2010, 'STGC1', 'LAVA BEDS NM', '   1.72', '   2.30', '   0.20', '   3.06', '   8.82', '   0.93', '   1.50', '   0.40', '   1.36', '   0.12', '   0.58', '   0.13', ' 21.12', ' 140', ' 140'
2010, 'TRHC1', 'TRINITY RIVER HATCHERY', '   2.02', '   1.46', '   4.57', '  10.48', '   4.68', '   2.55', '   5.87', '   2.09', '   0.49', '   0.00', '   0.32', '   0.63', ' 35.16', ' 107', ' 107'
2010, 'TULC1', 'TULE LAKE', '   0.64', '   1.05', '   0.81', '   1.49', '   0.42', '   0.63', '   1.50', '   0.52', '   0.67', '   0.13', '   0.28', '   0.05', '  8.19', '  72', '  72'
2010, 'WEAC1', 'WEAVERVILLE', '   2.50', '   2.34', '   5.91', '  10.32', '   5.29', '   3.88', '   6.17', '   2.69', '   0.40', '   0.00', '   0.19', '   0.64', ' 40.33', ' 105', ' 105'
2010, 'WLLC1', 'WILLOW CREEK 1NW', '   0.78', '   4.26', '   5.16', '   7.11', '   6.09', '   5.42', '   8.36', '   3.66', '   1.64', '   0.00', '   0.00', '   0.05', ' 42.53', '  78', '  78'
2010, 'YKAC1', 'YREKA', '   0.20', '   1.50', '   1.45', '   3.41', '   1.23', '   1.91', '   3.11', '   0.60', '   0.50', '   1.27', '   0.06', '   0.47', ' 15.71', '  80', '  80'
2010, 'RUSSIAN...NAPA...SAN FRANCISCO BAY'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, 'ANGC1', 'ANGWIN PACIFIC UNION COLL', '   5.25', '   1.68', '   3.41', '  13.07', '   6.71', '   4.11', '   5.65', '   2.45', '   0.00', '   0.00', 'M', 'M', 'M'
2010, 'CLTC1', 'CALISTOGA', '   3.87', 'M', 'M', 'M', '   5.73', '   2.95', '   7.25', '   2.52', '   0.03', 'M', 'M', 'M', 'M'
2010, 'FFDC1', 'FAIRFIELD', '   5.71', '   0.69', '   2.13', '   8.29', '   4.14', '   1.66', '   3.43', '   0.98', '   0.00', '   0.00', '   0.00', '   0.03', ' 27.06', ' 115', ' 115'
2010, 'GRNC1', 'GRATON', '   4.85', '   1.37', '   4.18', '  14.19', '   6.95', '   4.32', '   6.58', '   2.39', '   0.07', 'M', 'M', 'M', 'M'
2010, 'HLDC1', 'HEALDSBURG FIRE DEPT', '   4.76', '   1.28', '   4.04', '  16.77', '   7.54', 'M', '   6.13', '   2.30', '   0.00', '   0.00', 'M', '   0.01', 'M'
2010, 'KENC1', 'KENTFIELD', '   7.95', '   1.03', '   5.72', '  13.28', '   9.14', '   5.81', '   6.80', '   1.71', '   0.00', 'M', 'M', 'M', 'M'
2010, 'MHMC1', 'MOUNT HAMILTON', '   3.91', '   0.39', '   4.00', '   6.64', '   4.05', '   2.72', '   4.39', '   1.36', '   0.03', '   0.00', '   0.00', '   0.00', ' 27.49', ' 116', ' 116'
2010, 'NSHC1', 'NAPA STATE HOSPITAL', '   5.08', '   0.83', '   2.14', '   9.19', '   3.98', '   2.63', '   3.86', '   1.16', '   0.00', '   0.00', '   0.00', '   0.00', ' 28.87', ' 109', ' 109'
2010, 'OAMC1', 'OAKLAND MUSEUM', '   4.98', '   0.51', '   2.43', '   6.25', '   3.10', '   2.77', '   3.25', '   1.59', '   0.00', 'M', 'M', 'M', 'M'
2010, 'PORC1', 'POTTER VALLEY PH', '   3.20', '   2.02', '   5.34', '  13.38', '   7.47', '   6.51', '  11.49', '   4.10', '   0.59', '   0.00', '   0.00', '   0.38', ' 54.48', ' 120', ' 120'
2010, 'SFO', 'SAN FRANCISCO AIRPORT', '   3.11', '   0.45', '   2.77', '   6.66', '   3.42', '   2.79', '   3.59', '   0.95', '   0.00', 'M', 'M', 'M', 'M'
2010, 'SFOC1', 'DOWNTOWN SAN FRANCISCO', '   3.11', '   0.45', '   2.77', '   6.66', '   3.42', '   2.79', '   3.59', '   0.95', '   0.07', '   0.00', '   0.01', '   0.02', ' 23.84', ' 107', ' 107'
2010, 'STSC1', 'SANTA ROSA', '   3.34', '   1.05', '   3.34', '   9.48', '   4.46', '   3.74', '   4.29', '   2.68', '   0.11', '   0.00', '   0.01', '   0.10', ' 32.60', ' 105', ' 105'
2010, 'UKHC1', 'UKIAH FIRE DEPT', '   3.57', '   1.75', '   4.09', '  11.30', '   4.38', '   5.60', '   5.06', '   2.19', '   0.37', '   0.00', '   0.00', 'M', 'M'
2010, 'UKI', 'UKIAH ASOS', '   2.87', '   2.05', '   3.11', '  13.82', '   4.09', '   5.22', '   6.89', '   2.32', '   0.14', '   0.00', '   0.00', '   0.10', ' 40.61', 'NA', 'NA'
2010, 'SACRAMENTO...YUBA...FEATHER...AMERICAN'
2010, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2010, '4LW', 'LAKEVIEW', '   0.06', '   0.23', '   1.22', '   1.45', 'M', '   0.93', 'M', 'M', 'M', 'M', '   0.32', '   0.33', 'M'
2010, 'ADNC1', 'ADIN', '   1.00', '   1.48', '   1.58', '   1.14', '   1.70', '   1.79', '   1.94', '   0.92', '   0.47', '   0.03', '   0.38', 'M', 'M'
2010, 'ALTC1', 'ALTURAS', '   1.18', '   0.98', '   0.78', '   0.88', '   0.27', '   1.58', '   1.17', '   1.25', '   0.90', 'M', 'M', 'M', 'M'
2010, 'AUBC1', 'AUBURN', '   2.25', '   0.57', '   4.22', '   7.63', '   4.17', '   3.29', '   5.11', '   2.26', '   0.06', '   0.00', '   0.00', '   0.00', ' 29.56', '  81', '  81'
2010, 'BLU', 'BLUE CANYON', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   5.73', 'M', 'M', 'M', 'M', 'M'
2010, 'BNYC1', 'BURNEY', '   2.31', '   1.24', '   2.73', '   6.90', '   3.57', '   2.75', '   3.50', '   1.38', '   0.82', '   0.21', '   0.80', '   0.57', ' 26.78', ' 100', ' 100'
2010, 'BODC1', 'BOWMAN DAM', '   5.06', '   2.64', '   9.31', '  12.65', '   7.66', '  10.20', '  10.85', '   6.67', '   0.90', '   0.00', '   0.02', '   0.00', ' 65.96', '  96', '  96'
2010, 'BRRC1', 'BRUSH CREEK RS', '   3.78', '   3.00', '   5.39', '  21.30', '   8.62', '   8.99', '  13.05', '   5.24', 'M', 'M', 'M', 'M', 'M'
2010, 'BUCC1', 'BUCKS CREEK', '   4.93', '   3.17', '   6.21', '  16.31', '   6.92', '   7.81', '  10.38', '   4.31', '   0.15', 'M', '   0.04', '   0.05', 'M'
2010, 'BUKC1', 'BUCKHORN', '   4.24', '   4.40', '   5.88', '  16.75', '   8.42', '   7.42', '   9.49', '   4.37', '   3.29', '   0.00', '   0.60', '   0.98', ' 65.84', '  99', '  99'
2010, 'CANC1', 'CANYON DAM', '   2.92', '   2.40', '   3.13', '   9.20', '   3.14', '   3.29', '   4.74', '   3.17', '   0.27', '   0.52', '   0.36', '   0.02', ' 33.16', '  88', '  88'
2010, 'CBYC1', 'CANBY 3SW', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2010, 'CHAC1', 'CHALLENGE RS', 'M', 'M', 'M', '   8.63', 'M', 'M', '   9.33', '   4.07', 'M', 'M', 'M', 'M', 'M'
2010, 'CHEC1', 'CHESTER', '   2.84', '   2.14', '   3.98', '  10.44', '   4.34', '   3.39', '   4.29', '   1.62', '   0.08', '   0.07', '   0.15', '   0.10', ' 33.44', ' 101', ' 101'
2010, 'CHUC1', 'CHICO UNIVERSITY FARM', '   1.56', '   1.17', '   3.56', '   9.53', '   4.14', '   1.74', '   4.65', '   1.27', '   0.06', '   0.00', '   0.00', 'M', 'M'
2010, 'CLGC1', 'COLGATE PH', '   2.51', '   2.24', '   5.84', '   8.34', '   4.70', '   3.48', '   6.90', '   2.99', '   0.03', '   0.00', '   0.00', '   0.03', ' 37.06', '  90', '  90'
2010, 'COFC1', 'COLFAX', '   3.93', '   1.93', '   5.55', '   7.07', '   5.80', '   3.78', '   7.04', '   3.03', '   0.05', 'M', '   0.00', '   0.00', 'M'
2010, 'DAVC1', 'DAVIS EXPERIMENTAL FARM', '   4.09', '   0.31', '   2.25', '   6.61', '   2.87', '   1.11', '   3.23', '   0.60', '   0.00', '   0.09', 'M', '   0.21', 'M'
2010, 'DESC1', 'DE SABLA', '   5.97', '   2.87', '   9.63', 'M', '   9.62', '   4.89', '  11.83', '   3.50', '   0.00', 'M', '   0.04', '   0.20', 'M'
2010, 'DUNC1', 'DUNSMUIR', '   6.22', '   3.86', '   8.92', '  22.06', '  11.71', '   7.36', '   9.33', '   3.59', '   1.66', '   1.66', '   0.05', '   0.87', ' 77.29', ' 125', ' 125'
2010, 'DWNC1', 'DOWNIEVILLE', '   5.90', '   3.00', '   8.12', '  13.74', '   6.92', '   8.91', '   9.47', '   5.14', '   0.10', '   0.00', '   0.10', '   0.04', ' 61.44', '  98', '  98'
2010, 'FSTC1', 'FORESTHILL RS', '   3.49', '   2.40', '   8.37', '  10.37', '   8.91', '   5.86', '   8.67', '   4.23', '   0.12', 'M', '   0.00', '   0.00', 'M'
2010, 'GEOC1', 'GEORGETOWN RS', '   2.91', '   2.64', 'M', '   7.91', '   7.96', '   6.21', '  10.49', '   4.82', '   0.06', '   0.00', '   0.00', '   0.00', 'M'
2010, 'GLRC1', 'GOLD RUN 2SW', '   3.71', '   2.59', '   7.94', '  10.98', '   7.61', '   6.22', '   8.80', '   5.00', '   0.22', 'M', '   0.04', '   0.08', 'M'
2010, 'GRAC1', 'GRASS VALLEY NO. 2', '   3.14', '   2.02', '   6.89', '  11.23', '   6.35', '   4.72', '   9.08', '   3.17', '   0.08', '   0.00', '   0.04', '   0.00', ' 46.72', '  88', '  88'
2010, 'GREC1', 'GREENVILLE RS', 'M', 'M', 'M', 'M', 'M', 'M', '   4.02', '   2.31', 'M', 'M', 'M', 'M', 'M'
2010, 'HATC1', 'HAT CREEK', '   1.30', '   1.67', '   1.80', '   3.65', '   1.61', '   2.26', '   1.89', 'M', '   0.71', '   0.20', '   0.99', '   0.68', 'M'
2010, 'HLEC1', 'HARRY L ENGLEBRIGHT DAM', '   2.49', '   1.70', '   3.93', '   8.32', '   3.32', '   2.71', '   7.48', '   1.84', '   0.00', '   0.00', '   0.00', '   0.00', ' 31.79', '  91', '  91'
2010, 'HRRC1', 'HARRISON GULCH RS', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2010, 'LSPC1', 'LAKE SPAULDING', '   5.46', '   2.69', '  12.91', '  14.48', '   7.00', '   9.58', '  12.50', '   6.58', '   0.56', '   0.00', 'M', 'M', 'M'
2010, 'MCLC1', 'MCCLOUD', '   6.17', '   2.59', '   6.13', '  18.29', '   7.85', '   7.25', '   5.67', '   3.14', '   1.80', '   0.05', '   0.25', '   0.45', ' 59.64', ' 122', ' 122'
2010, 'MHS', 'MT. SHASTA', '   4.61', '   2.11', '   5.01', '  15.62', '   8.03', '   5.06', '   7.70', '   2.65', '   0.46', '   0.07', 'M', 'M', 'M'
2010, 'MINC1', 'MINERAL', '   5.05', '   2.27', '   5.43', '  13.98', '   6.63', '   5.61', '   6.42', '   3.40', '   0.72', '   0.38', '   0.10', '   0.38', ' 50.37', '  90', '  90'
2010, 'MNZC1', 'MANZANITA LAKE', '   1.73', '   2.91', '   4.32', '   6.67', '   2.77', '   2.32', '   7.64', '   3.53', '   1.14', '   0.10', '   0.66', '   1.08', ' 34.87', '  84', '  84'
2010, 'NCOC1', 'NICOLAUS', '   2.27', '   0.73', '   1.67', '   5.14', '   2.18', '   1.89', '   2.11', '   0.62', '   0.00', '   0.00', '   0.01', '   0.03', ' 16.65', '  84', '  84'
2010, 'NVDC1', 'NEVADA CITY', '   4.69', '   2.37', '   8.74', '  15.30', '   8.00', '   6.22', '  12.31', '   4.09', '   0.17', '   0.00', 'M', '   0.05', 'M'
2010, 'ONDC1', 'ORLAND', '   2.30', '   0.63', '   3.07', '   9.36', '   3.92', '   0.90', '   3.32', '   1.17', '   0.00', '   0.00', '   0.00', '   0.62', ' 25.29', ' 116', ' 116'
2010, 'PCHC1', 'PACIFIC HOUSE', '   3.91', '   1.66', '   9.07', '   9.12', '   5.94', '   8.32', '   8.03', '   7.08', '   0.08', '   0.00', '   0.00', '   0.01', ' 53.22', ' 103', ' 103'
2010, 'PLCC1', 'PLACERVILLE', '   2.09', '   1.51', '   5.61', '   7.89', '   2.76', '   6.57', '   6.48', '   2.92', '   0.03', '   0.00', '   0.00', '   0.00', ' 35.86', '  93', '  93'
2010, 'PLUC1', 'PLUMAS EUREKA SP', '   5.50', '   3.80', '   7.40', 'M', 'M', '   7.00', '   9.40', '   3.60', '   0.80', '   0.00', '   0.10', '   0.00', 'M'
2010, 'PRAC1', 'PORTOLA', '   1.66', '   1.45', '   2.71', '   5.00', '   3.12', '   3.44', '   2.28', '   1.05', '   0.15', '   0.44', '   0.08', '   0.00', ' 21.38', '  93', '  93'
2010, 'PRDC1', 'PARADISE', '   2.70', '   1.89', '   7.26', '  18.49', '   8.58', '   4.39', '  10.86', '   2.28', '   0.12', '   0.00', '   0.13', '   0.07', ' 56.77', ' 101', ' 101'
2010, 'PRPC1', 'PIT RIVER PH5', '   9.43', '   3.82', '   7.74', '  19.94', '  11.12', '  10.86', '   9.93', '   4.05', '   1.98', '   0.00', '   0.65', '   0.73', ' 80.25', ' 106', ' 106'
2010, 'PTRC1', 'PIT RIVER PH1', '   1.10', '   1.33', '   1.56', '   3.08', '   1.37', '   1.75', '   1.95', '   1.34', '   0.68', '   0.00', '   0.84', 'M', 'M'
2010, 'QCYC1', 'QUINCY', '   3.68', '   1.93', '   4.39', '   9.67', '   4.76', '   4.82', '   5.49', '   2.77', '   0.02', '   0.00', '   0.03', '   0.00', ' 37.56', '  98', '  98'
2010, 'RBL', 'RED BLUFF AP', '   2.23', '   0.88', '   2.74', '   7.79', '   4.73', '   0.87', '   3.60', '   1.10', '   0.06', '   0.00', '   0.00', '   0.18', ' 24.18', ' 100', ' 100'
2010, 'ROMC1', 'ROUND MOUNTAIN', '   4.14', '   2.79', '   5.98', 'M', '   7.81', '   5.27', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2010, 'SAC', 'SACRAMENTO AP', '   3.24', '   0.26', '   3.64', '   4.79', '   2.29', '   2.98', '   2.65', 'M', '   0.00', '   0.00', 'M', 'M', 'M'
2010, 'SERC1', 'SIERRAVILLE', '   2.75', '   0.64', '   3.82', '   3.53', '   2.04', '   3.48', '   3.16', '   1.04', '   0.31', '   0.13', '   0.00', '   0.00', ' 20.90', '  80', '  80'
2010, 'SHDC1', 'SHASTA DAM', '   8.13', '   1.36', '   6.62', '  21.78', '  12.02', '   5.24', '  10.39', '   3.80', '   0.54', '   0.00', '   0.29', '   0.48', ' 70.65', ' 111', ' 111'
2010, 'SLPC1', 'SLY PARK', '   3.19', '   1.79', '   9.40', '   8.71', '   4.98', '   6.72', '   6.16', '   6.54', '   0.04', '   0.00', '   0.00', 'M', 'M'
2010, 'SMTC1', 'SACRAMENTO 5 ESE', '   3.42', '   0.36', '   3.16', '   4.75', '   2.28', '   1.95', '   2.60', '   0.84', '   0.00', '   0.00', '   0.00', '   0.05', ' 19.41', '  98', '  98'
2010, 'SODC1', 'SODA SPRINGS', '   5.08', '   2.68', '   8.98', '  12.32', '   6.73', '   9.02', '   9.53', '   5.16', '   1.02', '   0.04', '   0.28', '   0.12', ' 60.96', 'NA', 'NA'
