2008, 'SOUTHERN OREGON COASTAL'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'SXT', 'SEXTON SUMMIT', '   4.38', '   3.99', '   9.98', '   3.91', '   2.55', '   2.78', '   1.88', '   1.32', '   0.37', '   0.00', '   0.04', '   0.00', ' 31.20', '  94', '  94'
2008, 'TKFO3', 'TOKETEE FALLS', '   5.83', '   6.73', '   8.29', '  10.18', '   3.37', '   6.19', '   3.30', '   2.68', '   1.28', '   0.00', '   0.26', '   0.07', ' 48.18', '  99', '  99'
2008, 'WINO3', 'WINCHESTER DAM', '   4.24', '   5.01', '   7.24', '   9.11', '   2.75', '   4.67', '   2.36', '   1.09', '   0.29', '   0.00', '   0.11', '   0.02', ' 36.89', ' 103', ' 103'
2008, 'WLMO3', 'WILLIAMS', '   5.31', '   2.96', '   4.98', '   7.21', '   2.36', '   3.78', '   0.12', '   1.10', '   0.18', '   0.00', '   0.08', '   0.00', ' 28.08', '  86', '  86'
2008, 'OREGON CLOSED BASINS'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'HMRO3', 'HART MOUNTAIN REF', '   1.55', '   0.81', '   1.35', '   2.11', '   1.03', '   1.30', '   0.95', '   2.33', '   0.53', '   0.63', '   0.00', '   0.33', ' 12.92', ' 102', ' 102'
2008, 'PASO3', 'PAISLEY', '   1.83', '   0.33', '   0.54', '   0.03', 'M', '   0.30', '   0.19', '   1.02', '   0.06', '   0.12', '   0.12', '   0.00', 'M'
2008, 'SMMO3', 'SUMMER LAKE', '   2.50', '   1.25', '   0.83', '   1.20', '   0.31', '   0.81', '   0.12', '   2.22', '   0.22', '   0.02', '   0.06', '   0.20', '  9.74', '  76', '  76'
2008, 'SVLO3', 'SILVER LAKE', '   1.45', '   0.64', '   0.78', '   0.92', '   0.25', '   0.46', '   0.34', '   3.10', '   0.32', '   0.19', '   0.09', '   0.13', '  8.67', '  88', '  88'
2008, 'NORTHERN CALIFORNIA COASTAL'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'CEC', 'CRESCENT CITY ASOS', '   5.97', '   6.29', '   8.89', '   9.68', '   4.35', '   5.36', '   2.31', '   0.13', '   0.51', '   0.04', '   1.14', '   0.05', ' 44.72', 'NA', 'NA'
2008, 'CECC1', 'CRESCENT CITY 3NNW', '   8.93', '   8.51', '  12.56', '  13.08', '   5.75', '   7.52', '   2.89', '   0.16', '   0.65', '   0.02', '   1.59', '   0.06', ' 61.72', '  92', '  92'
2008, 'CVLC1', 'COVELO', '   3.75', '   0.94', '   7.35', '  12.22', '   4.77', '   0.88', '   1.08', '   0.86', '   0.07', 'M', '   0.00', '   0.30', 'M'
2008, 'EKA', 'EUREKA', '   4.92', '   2.33', '   7.30', '   9.70', '   2.73', '   3.16', '   2.12', '   0.04', '   0.24', '   0.02', '   0.47', '   0.05', ' 33.08', '  87', '  87'
2008, 'FORC1', 'FORT ROSS', '   4.18', '   0.22', '   8.51', '  12.23', '   4.61', '   0.58', '   0.28', '   0.01', 'M', '   0.00', 'M', 'M', 'M'
2008, 'FRBC1', 'FT BRAGG 5N', '   4.93', '   1.46', '   8.06', '   8.24', '   4.88', '   2.56', '   0.84', '   0.16', '   0.04', '   0.00', '   0.02', '   0.13', ' 31.32', '  76', '  76'
2008, 'GASC1', 'GASQUET RS', '  13.60', '   9.19', '  15.76', '  16.97', '   7.73', '  10.24', '   4.63', '   0.12', '   0.71', '   0.00', '   0.75', '   0.00', ' 79.70', '  87', '  87'
2008, 'GCSC1', 'GRIZZLY CREEK SP', '   5.43', '   2.57', '  10.26', '  15.55', '   5.97', '   3.64', '   3.49', '   0.22', '   0.26', 'M', '   0.24', 'M', 'M'
2008, 'OPCC1', 'PRAIRIE CREEK SP', '  10.44', '   6.44', '  10.44', '  13.31', '   6.15', '   8.81', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2008, 'RIHC1', 'RICHARDSON GROVE SP', '   6.99', '   1.73', '  11.77', '  15.81', '   8.84', '   1.53', '   2.80', '   0.00', 'M', 'M', 'M', '   0.00', 'M'
2008, 'SCOC1', 'SCOTIA', '   3.62', '   1.89', '  10.72', '  14.64', '   5.13', '   2.35', '   2.38', '   0.05', '   0.24', '   0.02', 'M', 'M', 'M'
2008, 'WTSC1', 'WILLITS 1NE', '   4.16', '   1.69', '   8.44', '  13.03', '   7.69', '   2.10', '   0.95', '   0.06', '   0.00', '   0.00', 'M', '   0.45', 'M'
2008, 'UPPER KLAMATH'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'BLIO3', 'BLY 4SE', '   2.32', '   1.00', '   1.22', '   2.13', '   0.37', '   0.77', '   0.41', '   1.99', '   0.35', '   0.00', '   0.23', '   0.15', ' 10.94', 'NA', 'NA'
2008, 'CHEO3', 'CHEMULT', '   3.64', '   2.44', '   4.16', '   7.81', '   3.09', '   1.81', '   0.94', '   2.23', '   0.55', '   0.01', '   0.26', '   0.00', ' 26.94', ' 105', ' 105'
2008, 'CHQO3', 'CHILOQUIN 7NW', '   2.88', '   2.47', '   5.46', '   3.76', 'M', 'M', 'M', '   1.42', '   0.00', '   0.00', 'M', '   0.00', 'M'
2008, 'CRLO3', 'CRATER LAKE NP', '  10.04', '   9.55', '  16.04', '  13.39', '   6.15', '   8.41', '   4.95', '   2.14', '   4.08', '   0.00', '   1.92', '   0.20', ' 76.87', ' 115', ' 115'
2008, 'GBZO3', 'GERBER', '   2.50', '   1.00', '   2.10', 'M', '   0.60', '   1.00', '   0.60', '   3.10', '   0.20', '   0.00', '   0.10', '   0.00', 'M'
2008, 'HOWO3', 'HOWARD PRAIRIE', '   3.82', '   2.61', '   3.80', '   4.98', '   2.38', '   3.37', '   1.67', '   1.68', '   0.10', '   0.00', '   0.30', '   0.00', ' 24.71', '  76', '  76'
2008, 'KENO3', 'KENO', '   3.27', '   0.84', '   3.11', '   4.49', '   2.12', '   1.33', '   0.38', '   1.40', '   0.12', '   0.12', '   0.25', 'M', 'M'
2008, 'LMT', 'KLAMATH FALLS', '   1.83', '   0.92', '   1.52', '   1.52', '   0.46', '   0.47', '   0.16', '   1.98', '   0.00', '   0.05', '   0.30', '   0.00', '  9.21', '  66', '  66'
2008, 'LOWER KLAMATH'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'BBAC1', 'BIG BAR 4E', '   4.54', '   1.22', '   5.65', '  10.69', '   5.04', '   1.49', '   0.78', '   1.03', '   0.60', 'M', '   0.01', 'M', 'M'
2008, 'CHNC1', 'CALLAHAN', '   3.55', '   0.83', '   2.77', '   5.95', '   1.06', '   0.59', '   0.09', '   1.10', '   0.27', '   0.00', '   0.00', '   0.00', ' 16.21', '  76', '  76'
2008, 'COPC1', 'COPCO #1 DAM', '   4.31', '   1.97', '   2.69', '   4.31', '   1.00', '   0.76', '   0.67', '   1.38', '   0.35', '   0.00', '   0.18', '   0.00', ' 17.62', '  86', '  86'
2008, 'FOJC1', 'FORT JONES', '   3.40', '   0.85', '   2.91', '   5.95', '   2.41', '   0.51', '   0.56', '   1.65', '   0.02', '   0.00', '   0.10', '   0.00', ' 18.36', '  84', '  84'
2008, 'HPAC1', 'HOOPA', '   7.80', '   6.00', '   7.20', '  18.50', '   2.60', 'M', 'M', 'M', 'M', 'M', '   0.00', 'M', 'M'
2008, 'HPYC1', 'HAPPY CAMP', '   6.90', '   3.81', '  10.17', '  14.95', '   5.22', '   4.48', '   1.77', '   0.07', '   0.02', '   0.00', '   0.00', '   0.00', ' 47.39', '  92', '  92'
2008, 'HYAC1', 'HYAMPOM', '   5.00', '   1.50', '   6.30', 'M', '   2.30', 'M', 'M', 'M', 'M', 'M', '   0.01', 'M', 'M'
2008, 'MTHC1', 'MT. HEBRON RS', '   3.04', '   0.71', '   0.96', '   0.95', '   0.44', '   0.63', '   0.24', '   1.63', '   0.09', '   0.00', '   0.17', '   0.00', '  8.86', '  70', '  70'
2008, 'ORLC1', 'ORLEANS', '   8.53', '   3.82', '   9.16', '  14.55', '   4.68', '   5.52', '   2.10', '   0.33', '   0.12', '   0.08', '   0.07', '   0.00', ' 48.96', '  93', '  93'
2008, 'STGC1', 'LAVA BEDS NM', '   2.09', '   0.79', '   1.03', '   3.51', '   0.88', '   0.62', '   0.37', '   1.89', '   0.10', '   0.00', '   0.12', '   0.00', ' 11.40', '  76', '  76'
2008, 'TRHC1', 'TRINITY RIVER HATCHERY', '   3.84', '   1.00', '   5.27', '   7.18', '   4.58', '   0.52', '   0.45', '   0.85', '   0.12', '   0.00', '   0.05', '   0.00', ' 23.86', '  73', '  73'
2008, 'TULC1', 'TULE LAKE', '   2.72', '   0.67', '   0.81', '   1.90', '   0.63', '   0.70', '   0.23', '   1.76', '   0.10', '   0.00', '   0.22', '   0.00', '  9.74', '  86', '  86'
2008, 'WEAC1', 'WEAVERVILLE', '   4.00', 'M', 'M', '  10.90', '   2.00', 'M', '   0.71', '   1.31', '   0.04', '   0.00', '   0.00', '   0.01', 'M'
2008, 'WLLC1', 'WILLOW CREEK 1NW', '   8.12', '   2.60', '   7.94', '  12.06', '   4.76', '   3.52', '   2.21', '   0.02', '   0.12', '   0.00', '   0.00', '   0.11', ' 41.46', '  76', '  76'
2008, 'YKAC1', 'YREKA', '   3.42', '   0.93', '   3.05', '   4.61', '   2.12', '   1.09', '   0.45', '   2.20', '   0.08', '   0.00', '   0.11', '   0.00', ' 18.06', '  92', '  92'
2008, 'RUSSIAN...NAPA...SAN FRANCISCO BAY'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, 'ANGC1', 'ANGWIN PACIFIC UNION COLL', '   2.42', '   0.70', '   4.56', '  14.76', '   4.47', '   0.27', '   0.25', '   0.24', 'M', '   0.00', 'M', '   0.00', 'M'
2008, 'CLTC1', 'CALISTOGA', '   3.75', '   0.76', '   5.83', '  12.87', '   5.84', '   0.43', '   0.28', '   0.08', 'M', 'M', 'M', 'M', 'M'
2008, 'FFDC1', 'FAIRFIELD', '   2.22', '   0.92', '   4.35', '   7.80', '   3.96', '   0.46', '   0.05', '   0.00', 'M', '   0.00', '   0.00', '   0.00', 'M'
2008, 'GRNC1', 'GRATON', '   3.67', '   0.94', '   8.03', '  14.04', '   5.99', '   0.42', '   0.36', '   0.01', 'M', 'M', 'M', 'M', 'M'
2008, 'HLDC1', 'HEALDSBURG FIRE DEPT', '   5.06', '   0.36', '   8.83', '  17.04', '   3.98', '   0.53', '   0.23', '   0.00', 'M', '   0.00', '   0.00', 'M', 'M'
2008, 'KENC1', 'KENTFIELD', '   3.46', '   0.81', '   7.86', '  17.49', '   5.72', '   0.25', '   0.29', '   0.02', 'M', 'M', 'M', 'M', 'M'
2008, 'MHMC1', 'MOUNT HAMILTON', '   1.87', '   0.97', '   2.32', '   9.07', '   5.37', '   0.83', '   0.17', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', ' 20.60', '  87', '  87'
2008, 'NSHC1', 'NAPA STATE HOSPITAL', '   1.50', '   1.05', '   4.10', '  10.06', '   3.44', '   0.35', '   0.19', '   0.08', '   0.00', '   0.00', '   0.00', '   0.00', ' 20.77', '  78', '  78'
2008, 'OAMC1', 'OAKLAND MUSEUM', '   1.99', '   1.00', '   3.28', '  11.51', '   2.13', '   0.43', '   0.15', '   0.09', '   0.00', 'M', 'M', 'M', 'M'
2008, 'PORC1', 'POTTER VALLEY PH', '   3.30', '   1.09', '   7.51', '  13.99', '   2.60', '   1.18', '   0.62', '   0.18', '   0.00', '   0.00', '   0.00', '   0.28', ' 30.75', '  68', '  68'
2008, 'SFO', 'SAN FRANCISCO AIRPORT', '   2.01', '   0.96', '   3.16', '   8.86', '   1.87', '   0.33', '   0.14', '   0.03', '   0.00', '   0.00', '   0.01', '   0.00', ' 17.37', '  86', '  86'
2008, 'SFOC1', 'DOWNTOWN SAN FRANCISCO', '   2.01', '   0.96', '   3.16', '   8.86', '   1.87', '   0.33', '   0.14', '   0.03', '   0.00', '   0.00', '   0.01', '   0.00', ' 17.37', '  78', '  78'
2008, 'STSC1', 'SANTA ROSA', '   3.26', '   0.81', '   5.06', '  10.21', '   3.09', '   0.32', '   0.30', '   0.03', '   0.00', '   0.00', '   0.00', '   0.03', ' 23.11', '  75', '  75'
2008, 'UKHC1', 'UKIAH FIRE DEPT', '   2.18', '   0.60', '   7.30', '  15.25', '   5.22', '   1.25', '   0.44', '   0.00', 'M', 'M', 'M', 'M', 'M'
2008, 'UKI', 'UKIAH ASOS', '   2.15', '   0.67', '   6.63', '  12.57', '   4.73', '   1.08', '   0.38', '   0.00', '   0.00', '   0.00', '   0.00', '   0.37', ' 28.58', 'NA', 'NA'
2008, 'SACRAMENTO...YUBA...FEATHER...AMERICAN'
2008, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2008, '4LW', 'LAKEVIEW', '   1.74', '   0.39', '   1.08', '   1.93', '   0.12', '   0.35', '   0.22', '   1.23', '   0.04', '   0.00', '   0.04', '   0.04', '  7.18', '  46', '  46'
2008, 'ADNC1', 'ADIN', '   1.43', '   0.98', '   1.85', '   2.36', '   0.89', '   0.57', '   0.42', '   1.55', 'M', '   0.04', 'M', 'M', 'M'
2008, 'ALTC1', 'ALTURAS', '   2.13', '   0.83', 'M', '   1.68', '   0.89', 'M', '   0.64', '   2.79', 'M', 'M', 'M', 'M', 'M'
2008, 'AUBC1', 'AUBURN', '   1.25', 'M', '   4.46', '   6.91', '   3.98', '   0.92', '   0.32', '   0.06', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2008, 'BLU', 'BLUE CANYON', '   5.62', '   2.03', 'M', 'M', '   5.03', 'M', 'M', '   1.63', 'M', 'M', 'M', 'M', 'M'
2008, 'BNYC1', 'BURNEY', '   2.37', '   0.37', '   2.93', '   6.02', '   3.55', '   0.91', '   0.74', '   0.30', '   0.04', '   0.00', '   0.12', '   0.00', ' 17.35', '  65', '  65'
2008, 'BODC1', 'BOWMAN DAM', '   7.20', '   2.29', '  10.15', '  15.43', '   9.22', '   3.20', '   1.01', '   2.34', '   0.00', '   0.00', '   0.00', '   0.00', ' 50.84', '  74', '  74'
2008, 'BRRC1', 'BRUSH CREEK RS', '   4.33', '   1.57', '  11.67', '  13.41', '  12.11', '   1.49', '   1.46', '   0.84', '   0.00', '   0.00', 'M', 'M', 'M'
2008, 'BUCC1', 'BUCKS CREEK', '   4.43', '   1.47', '   7.77', '  14.25', '   8.89', '   2.57', '   1.00', '   0.70', '   0.16', '   0.00', '   0.00', '   0.00', ' 41.24', '  59', '  59'
2008, 'BUKC1', 'BUCKHORN', '   8.20', '   1.66', '  10.66', '  17.48', '  10.31', '   2.70', '   1.00', '   1.03', '   0.10', '   0.00', '   0.16', '   0.00', ' 53.30', '  80', '  80'
2008, 'CANC1', 'CANYON DAM', '   3.28', '   0.96', '   3.87', '  10.03', '   4.75', '   1.11', '   0.60', '   1.25', '   0.01', '   0.00', '   0.00', '   0.04', ' 25.90', '  68', '  68'
2008, 'CBYC1', 'CANBY 3SW', '   2.25', '   1.24', '   1.25', '   2.28', '   0.89', '   0.47', '   0.88', '   2.70', '   0.66', '   0.00', '   0.00', '   0.00', ' 12.62', '  77', '  77'
2008, 'CHAC1', 'CHALLENGE RS', '   4.27', '   1.60', 'M', '   8.80', '   5.96', '   1.24', '   0.76', 'M', 'M', 'M', 'M', 'M', 'M'
2008, 'CHEC1', 'CHESTER', '   2.92', '   0.65', '   4.09', '  10.26', '   4.71', '   1.10', '   0.51', '   0.82', '   0.01', '   0.00', '   0.00', '   0.00', ' 25.07', '  76', '  76'
2008, 'CHUC1', 'CHICO UNIVERSITY FARM', '   1.53', '   0.52', '   4.21', 'M', 'M', '   0.02', '   0.24', '   0.05', '   0.00', '   0.00', '   0.05', '   0.00', 'M'
2008, 'CLGC1', 'COLGATE PH', '   3.34', '   1.50', '   7.61', '   8.67', '   4.47', '   1.49', '   0.48', '   0.22', '   0.00', '   0.00', '   0.00', '   0.00', ' 27.78', '  67', '  67'
2008, 'COFC1', 'COLFAX', '   2.43', '   1.62', '   8.08', '   7.89', '   3.72', '   1.43', '   0.42', '   0.02', '   0.00', '   0.00', '   0.00', '   0.00', ' 25.61', '  53', '  53'
2008, 'DAVC1', 'DAVIS EXPERIMENTAL FARM', '   1.35', '   0.83', '   2.84', '   8.16', '   2.59', '   0.01', '   0.00', '   0.02', 'M', 'M', '   0.00', 'M', 'M'
2008, 'DESC1', 'DE SABLA', '   4.49', '   1.59', '   9.64', '  16.64', '   8.35', '   1.24', '   0.91', '   0.38', '   0.06', '   0.00', '   0.00', 'M', 'M'
2008, 'DUNC1', 'DUNSMUIR', '   5.91', '   0.97', '  11.31', '  16.28', '   6.11', '   4.28', '   0.85', '   0.42', '   0.00', '   0.00', '   0.29', '   0.00', ' 46.42', '  75', '  75'
2008, 'DWNC1', 'DOWNIEVILLE', '   3.95', '   1.56', '   8.12', '  17.37', '   7.74', '   2.54', '   0.67', '   1.56', '   0.00', '   0.00', '   0.00', '   0.01', ' 43.52', '  69', '  69'
2008, 'FSTC1', 'FORESTHILL RS', '   4.94', '   1.74', '   9.34', '  10.66', '   6.46', '   2.11', '   0.54', '   0.86', '   0.00', '   0.00', '   0.00', '   0.00', ' 36.65', '  70', '  70'
2008, 'GEOC1', 'GEORGETOWN RS', '   3.02', '   1.10', '   8.21', '   9.24', '   8.55', '   1.55', '   0.47', '   0.99', '   0.00', '   0.00', 'M', 'M', 'M'
2008, 'GLRC1', 'GOLD RUN 2SW', '   4.43', '   1.59', '   9.70', '  11.62', '   6.75', '   2.11', '   0.51', '   0.91', '   0.00', '   0.00', '   0.00', '   0.00', ' 37.62', '  68', '  68'
2008, 'GRAC1', 'GRASS VALLEY NO. 2', '   4.13', '   1.60', '  10.06', '   9.95', '   7.17', '   1.43', '   0.45', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.21', '  66', '  66'
2008, 'GREC1', 'GREENVILLE RS', '   1.92', '   0.72', '   3.96', '  11.05', '   5.12', '   1.07', '   0.44', '   0.95', 'M', 'M', 'M', 'M', 'M'
2008, 'HATC1', 'HAT CREEK', '   0.95', '   0.41', '   1.94', '   3.46', '   3.57', '   0.78', '   1.00', '   0.51', '   0.02', '   0.00', '   0.00', '   0.06', ' 12.70', '  63', '  63'
2008, 'HLEC1', 'HARRY L ENGLEBRIGHT DAM', '   1.59', '   1.23', '   6.15', '   9.75', '   3.82', '   0.21', '   0.30', '   0.07', '   0.00', '   0.00', '   0.00', '   0.00', ' 23.12', '  66', '  66'
2008, 'HRRC1', 'HARRISON GULCH RS', '   3.74', '   0.49', '   5.85', 'M', 'M', '   0.56', '   0.65', '   1.17', '   0.00', 'M', '   0.00', '   0.00', 'M'
2008, 'LSPC1', 'LAKE SPAULDING', '   4.76', '   2.02', '   9.81', '  17.65', '  12.16', '   5.71', '   1.60', '   1.89', '   0.01', '   0.00', '   0.00', 'M', 'M'
2008, 'MCLC1', 'MCCLOUD', '   4.62', '   0.89', '   9.10', '  12.77', '   6.67', '   0.52', '   0.78', '   1.47', '   0.04', '   0.00', '   0.22', '   0.00', ' 37.08', '  76', '  76'
2008, 'MHS', 'MT. SHASTA', '   3.59', '   0.63', '   7.93', '  10.72', '   3.93', '   0.51', '   0.53', '   1.27', '   0.02', '   0.00', '   0.22', '   0.00', ' 29.35', '  74', '  74'
2008, 'MINC1', 'MINERAL', '   3.43', '   1.67', '   4.93', '  13.97', '   6.81', '   2.66', '   0.81', '   0.85', '   0.00', '   0.00', '   0.01', '   0.00', ' 35.14', '  62', '  62'
2008, 'MNZC1', 'MANZANITA LAKE', '   4.01', '   2.28', '   4.16', '   8.50', '   3.41', '   4.04', 'M', '   0.80', '   0.00', '   0.00', '   0.06', '   0.06', 'M'
2008, 'NCOC1', 'NICOLAUS', '   1.55', '   0.73', '   3.40', '   6.89', '   2.02', '   0.22', '   0.05', '   0.03', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.89', '  75', '  75'
2008, 'NVDC1', 'NEVADA CITY', '   4.26', '   1.78', '  11.52', '  12.28', '   8.83', '   2.48', '   0.50', '   0.74', '   0.00', '   0.00', '   0.03', '   0.00', ' 42.42', '  72', '  72'
2008, 'ONDC1', 'ORLAND', '   0.77', '   0.43', '   3.13', '   8.85', '   2.71', '   0.00', '   0.07', '   0.21', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.17', '  74', '  74'
2008, 'PCHC1', 'PACIFIC HOUSE', '   2.41', '   1.40', '   5.65', '  11.40', '   7.86', '   2.12', '   0.29', '   1.86', '   0.03', '   0.00', '   0.00', '   0.00', ' 33.02', '  64', '  64'
2008, 'PLCC1', 'PLACERVILLE', '   2.05', '   1.10', '   5.57', '   8.09', '   4.80', '   0.64', '   0.33', '   0.11', '   0.00', '   0.00', '   0.00', '   0.00', ' 22.69', '  59', '  59'
2008, 'PLUC1', 'PLUMAS EUREKA SP', '   4.90', 'M', 'M', '  10.80', '   3.90', '   3.50', 'M', '   1.10', '   0.30', '   0.00', '   0.20', 'M', 'M'
2008, 'PRAC1', 'PORTOLA', '   1.39', '   0.56', '   1.71', '   5.91', '   3.39', '   0.24', '   0.16', '   0.95', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.31', '  62', '  62'
2008, 'PRDC1', 'PARADISE', '   2.67', '   1.10', '   9.84', '  11.26', '   8.17', '   0.86', '   0.93', '   0.23', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.06', '  62', '  62'
2008, 'PRPC1', 'PIT RIVER PH5', '   9.15', '   1.68', '  12.41', '  23.76', '   8.13', 'M', '   1.61', '   0.79', '   0.11', '   0.00', '   0.10', '   0.00', 'M'
2008, 'PTRC1', 'PIT RIVER PH1', '   1.48', '   0.25', '   1.69', '   2.65', '   1.35', '   0.37', '   0.37', '   0.68', '   0.02', '   0.00', '   0.00', 'M', 'M'
2008, 'QCYC1', 'QUINCY', '   2.36', '   0.88', '   3.33', '  10.19', '   5.68', '   1.58', '   0.51', '   0.98', '   0.00', '   0.00', 'M', '   0.06', 'M'
2008, 'RBL', 'RED BLUFF AP', '   1.11', '   0.35', '   2.77', '   6.83', '   2.12', '   0.07', '   0.11', '   0.26', '   0.00', '   0.00', '   0.00', '   0.00', ' 13.62', '  57', '  57'
2008, 'ROMC1', 'ROUND MOUNTAIN', '   6.27', '   1.30', '   7.65', '  12.80', '   4.96', '   1.29', '   1.16', '   0.93', '   0.13', '   0.00', '   0.14', 'M', 'M'
2008, 'SAC', 'SACRAMENTO AP', '   1.05', '   0.85', '   3.17', '   6.67', '   1.81', '   0.03', '   0.00', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 13.62', '  76', '  76'
2008, 'SERC1', 'SIERRAVILLE', '   1.63', '   0.39', '   2.35', '   4.87', '   2.15', '   0.41', '   0.06', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', ' 12.28', '  47', '  47'
2008, 'SHDC1', 'SHASTA DAM', '   4.16', '   0.60', '  10.24', '  16.69', '  10.52', '   0.28', '   0.76', '   1.14', '   0.08', '   0.00', '   0.00', '   0.00', ' 44.47', '  70', '  70'
2008, 'SLPC1', 'SLY PARK', '   2.67', '   1.53', '   5.60', '   9.77', '   7.22', '   1.51', 'M', '   1.76', '   0.00', '   0.00', '   0.00', '   0.22', 'M'
2008, 'SMTC1', 'SACRAMENTO 5 ESE', '   0.93', '   0.98', '   3.35', '   7.42', '   1.83', '   0.12', '   0.01', '   0.04', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.68', '  74', '  74'
2008, 'SODC1', 'SODA SPRINGS', '   4.76', '   1.73', '   8.50', '  15.90', '   7.91', '   3.23', '   0.91', '   1.85', '   0.00', '   0.08', '   0.00', '   0.00', ' 44.87', 'NA', 'NA'
