2016, 'SOUTHERN OREGON COASTAL'
2016, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2016, 'CHQO3', 'CHILOQUIN 7NW', '   0.82', '   1.31', '   8.00', '   6.11', '   0.95', '   3.57', '   0.72', 'M', '   0.44', 'M', '   0.00', 'M', 'M'
2016, 'CRLO3', 'CRATER LAKE NP', '   2.65', '   8.93', '  22.24', '  13.32', '   4.33', '  20.46', '   3.68', '   1.69', '   1.78', '   1.49', '   0.00', '   0.27', ' 80.84', ' 122', ' 122'
2016, 'HOWO3', 'HOWARD PRAIRIE', '   1.05', '   2.66', '  11.92', '   6.77', '   2.32', '   6.94', '   1.72', '   1.43', '   0.97', '   0.19', '   0.00', '   0.90', ' 36.87', ' 117', ' 117'
2016, 'KENO3', 'KENO', '   1.08', '   1.19', '   5.66', '   3.79', '   0.99', '   2.79', '   0.81', '   0.65', '   0.86', '   0.12', '   0.00', '   0.10', ' 18.04', '  91', '  91'
2016, 'LMT', 'KLAMATH FALLS', '   1.01', '   0.68', '   2.84', '   2.26', '   0.27', '   1.84', '   0.69', '   0.81', '   0.82', '   0.42', '   0.00', '   0.12', ' 11.76', '  79', '  79'
2016, 'LOWER KLAMATH'
2016, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2016, 'BBAC1', 'BIG BAR 4E', 'M', '   1.67', '  12.43', '  10.57', '   2.31', '   9.04', '   1.79', '   1.03', 'M', 'M', 'M', 'M', 'M'
2016, 'CHNC1', 'CALLAHAN', '   0.37', '   0.67', '   6.27', '   6.52', '   1.34', '   4.25', '   1.68', 'M', '   0.16', '   0.09', '   0.03', '   0.01', 'M'
2016, 'COPC1', 'COPCO #1 DAM', '   1.03', '   1.01', '   7.23', '   5.27', '   1.92', '   3.97', '   0.82', '   0.91', '   1.16', '   0.16', '   0.00', '   0.28', ' 23.76', ' 114', ' 114'
2016, 'FOJC1', 'FORT JONES', '   0.56', '   0.81', '   7.13', '   6.30', '   1.58', '   4.87', '   1.10', '   0.48', '   0.70', '   0.00', '   0.04', '   0.00', ' 23.57', ' 111', ' 111'
2016, 'HPAC1', 'HOOPA', '   0.66', '   3.19', '  18.95', '  13.03', '   4.07', '  11.23', '   2.18', '   0.67', 'M', '   0.14', '   0.00', '   0.00', 'M'
2016, 'HPYC1', 'HAPPY CAMP', '   0.86', '   2.65', '   8.26', 'M', '   2.86', '  11.95', '   1.09', '   0.45', 'M', 'M', 'M', 'M', 'M'
2016, 'HYAC1', 'HYAMPOM', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'MTHC1', 'MT. HEBRON RS', 'M', 'M', '   4.12', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'ORLC1', 'ORLEANS', '   0.73', '   3.64', '  22.41', '  13.15', '   3.86', '  11.56', '   2.65', '   0.68', '   0.56', '   0.12', '   0.02', '   0.00', ' 59.38', ' 111', ' 111'
2016, 'STGC1', 'LAVA BEDS NM', '   0.59', '   0.90', '   3.09', 'M', 'M', '   2.77', '   1.36', '   2.67', '   1.20', '   0.17', '   0.00', '   0.11', 'M'
2016, 'TRHC1', 'TRINITY RIVER HATCHERY', '   0.47', '   0.92', '  10.54', 'M', '   1.21', '   6.61', '   1.75', '   1.02', '   0.48', 'M', '   0.00', '   0.00', 'M'
2016, 'TULC1', 'TULE LAKE', 'M', '   0.73', '   2.21', '   1.69', '   0.91', '   1.58', '   0.61', '   0.95', '   1.42', '   0.07', '   0.00', '   0.04', 'M'
2016, 'WEAC1', 'WEAVERVILLE', '   0.66', '   1.35', '  12.40', '  13.28', '   1.27', '  10.17', '   1.50', '   0.77', '   1.13', '   0.00', '   0.00', '   0.00', ' 42.53', ' 109', ' 109'
2016, 'WLLC1', 'WILLOW CREEK 1NW', '   0.64', '   3.81', '  20.40', '  15.41', '   4.22', '   8.96', '   2.23', '   0.68', 'M', 'M', '   0.00', '   0.00', 'M'
2016, 'YKAC1', 'YREKA', '   0.35', '   0.49', '   6.61', '   5.44', '   1.43', '   4.30', '   1.33', '   0.55', '   1.03', '   0.08', '   0.00', '   0.00', ' 21.61', ' 108', ' 108'
2016, 'RUSSIAN...NAPA...SAN FRANCISCO BAY'
2016, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2016, 'ANGC1', 'ANGWIN PACIFIC UNION COLL', '   0.12', '   1.81', '   8.30', '  11.34', '   1.13', '  11.49', '   1.72', 'M', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2016, 'CLTC1', 'CALISTOGA', '   0.10', '   1.81', '   8.69', '  11.52', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'FFDC1', 'FAIRFIELD', 'M', 'M', '   4.01', '   9.25', 'M', 'M', '   0.59', 'M', '   1.04', '   0.00', '   0.00', '   0.00', 'M'
2016, 'MHMC1', 'MOUNT HAMILTON', '   0.50', '   3.62', '   6.67', '   8.55', '   2.28', '   9.50', '   2.91', 'M', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2016, 'NSHC1', 'NAPA STATE HOSPITAL', '   0.02', '   1.82', '   4.53', '   7.47', '   0.92', '   8.36', '   1.00', '   0.30', '   0.00', '   0.00', '   0.00', '   0.00', ' 24.42', '  88', '  88'
2016, 'PORC1', 'POTTER VALLEY PH', '   0.03', '   2.24', '  16.45', '  14.84', '   2.75', '  14.32', '   1.09', '   1.04', '   0.33', '   0.00', '   0.00', '   0.00', ' 53.09', ' 114', ' 114'
2016, 'SFO', 'SAN FRANCISCO AIRPORT', '   0.00', '   1.43', '   3.37', '   7.03', '   0.98', '   5.14', '   0.82', 'M', 'M', 'M', 'M', '   0.00', 'M'
2016, 'SFOC1', 'DOWNTOWN SAN FRANCISCO', '   0.00', '   1.43', '   5.18', '   7.03', '   0.98', '   6.83', '   1.46', '   0.15', '   0.00', '   0.00', '   0.02', '   0.00', ' 23.08', '  98', '  98'
2016, 'SJC', 'SAN JOSE INTL AIRPORT', '   0.05', '   2.42', '   2.23', '   4.09', '   0.31', '   3.96', '   1.53', '   0.32', '   0.00', '   0.00', '   0.00', '   0.00', ' 14.91', ' 100', ' 100'
2016, 'UKHC1', 'UKIAH FIRE DEPT', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'UKI', 'UKIAH ASOS', '   0.07', '   2.30', '   9.84', '  10.78', '   2.25', '   9.20', '   1.27', '   0.45', '   0.36', '   0.00', '   0.00', '   0.00', ' 36.52', '  98', '  98'
2016, 'SACRAMENTO...YUBA...FEATHER...AMERICAN'
2016, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2016, 'AAT', 'ALTURAS', '   1.32', '   1.15', '   3.51', '   2.00', '   0.50', '   1.84', '   1.32', '   1.17', '   0.56', '   0.05', '   0.00', 'M', 'M'
2016, 'ADNC1', 'ADIN', '   0.79', '   1.58', '   4.77', '   3.64', '   0.54', '   2.33', '   1.13', '   1.67', '   0.51', '   0.02', '   0.00', '   0.03', ' 17.01', ' 110', ' 110'
2016, 'AUBC1', 'AUBURN', '   0.00', '   3.56', '   6.44', '   5.19', '   1.40', '   7.55', '   1.21', '   1.28', '   0.00', '   0.00', '   0.00', '   0.00', ' 26.63', '  72', '  72'
2016, 'BLU', 'BLUE CANYON', '   1.88', '   5.08', '  14.77', '  17.45', '   2.00', '  19.01', '   4.34', '   3.74', '   0.15', '   0.00', '   0.00', '   0.06', ' 68.48', ' 106', ' 106'
2016, 'BODC1', 'BOWMAN DAM', '   1.82', '   5.70', '  17.64', '  21.74', '   2.81', '  22.12', '   4.05', '   2.10', '   0.52', '   0.00', '   0.00', '   0.00', ' 78.50', ' 118', ' 118'
2016, 'BUCC1', 'BUCKS CREEK', '   1.37', '   4.15', '  13.62', '  19.95', '   3.89', '  20.47', '   3.09', '   1.99', '   1.02', '   0.00', '   0.00', '   0.00', ' 69.55', ' 100', ' 100'
2016, 'BUKC1', 'BUCKHORN', '   1.50', '   4.85', '  19.68', '  20.96', '   4.38', '  18.68', '   2.79', '   5.35', '   3.30', '   0.00', '   0.00', '   0.00', ' 81.49', ' 119', ' 119'
2016, 'CANC1', 'CANYON DAM', '   1.62', '   2.90', '   9.15', '   8.90', '   1.53', '  13.12', '   1.87', '   1.32', '   1.10', '   0.00', '   0.00', '   0.30', ' 41.81', ' 111', ' 111'
2016, 'CHEC1', 'CHESTER', '   1.02', '   2.10', '   5.79', '  14.58', '   2.31', '  10.31', '   2.14', '   2.24', '   0.68', '   0.00', '   0.00', '   0.09', ' 41.26', ' 120', ' 120'
2016, 'CHUC1', 'CHICO UNIVERSITY FARM', '   0.26', '   2.15', 'M', '   6.30', '   1.04', '   7.90', '   0.08', '   0.92', '   0.39', '   0.00', '   0.00', '   0.00', 'M'
2016, 'CLGC1', 'COLGATE PH', '   0.40', '   3.85', '   9.68', '  13.26', '   1.90', '  11.81', '   1.54', '   1.00', '   0.05', '   0.00', '   0.00', '   0.00', ' 43.49', ' 103', ' 103'
2016, 'COFC1', 'COLFAX', '   0.67', '   4.72', '   9.31', '  11.50', '   1.68', '  13.69', '   2.39', '   0.98', '   0.00', '   0.00', '   0.00', '   0.02', ' 44.96', '  96', '  96'
2016, 'DAVC1', 'DAVIS EXPERIMENTAL FARM', 'M', 'M', 'M', '   5.76', 'M', 'M', '   0.37', '   0.77', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2016, 'DESC1', 'DE SABLA', '   0.95', '   5.13', '  13.03', '  23.11', '   3.11', '  19.17', '   2.84', '   1.18', '   1.06', '   0.00', '   0.00', '   0.00', ' 69.58', ' 103', ' 103'
2016, 'DUNC1', 'DUNSMUIR', '   0.66', '   2.45', '  15.66', '  21.57', '   3.64', '  19.75', '   2.08', 'M', '   1.21', '   0.00', '   0.00', '   0.00', 'M'
2016, 'DWNC1', 'DOWNIEVILLE', '   1.56', '   5.21', '  14.66', '  19.99', '   3.06', '  22.28', '   3.20', '   2.60', '   0.47', '   0.00', '   0.00', '   0.06', ' 73.09', ' 112', ' 112'
2016, 'FSTC1', 'FORESTHILL RS', '   1.51', '   4.94', '  16.10', '  11.93', '   7.66', '  16.17', '   2.96', '   1.06', '   0.00', '   0.00', '   0.00', '   0.07', ' 62.40', ' 116', ' 116'
2016, 'GEOC1', 'GEORGETOWN RS', '   1.63', '   5.23', '  12.33', '  15.76', '   2.56', '  14.41', '   3.23', '   1.74', '   0.00', '   0.00', '   0.00', '   0.00', ' 56.89', ' 110', ' 110'
2016, 'GLRC1', 'GOLD RUN 2SW', '   1.65', '   4.70', '  14.09', '  16.53', '   2.33', '  15.64', '   2.88', '   1.70', '   0.04', '   0.00', '   0.00', '   0.00', ' 59.56', ' 108', ' 108'
2016, 'GRAC1', 'GRASS VALLEY NO. 2', '   0.70', '   5.73', '  12.30', '  15.05', '   1.87', '  16.62', '   2.17', '   1.21', '   0.00', '   0.00', '   0.00', '   0.00', ' 55.65', ' 104', ' 104'
2016, 'HATC1', 'HAT CREEK', '   1.08', '   1.22', '   4.68', '   4.60', '   1.05', '   4.01', '   0.41', '   2.84', '   0.00', '   0.00', '   0.00', '   0.01', ' 19.90', ' 104', ' 104'
2016, 'HLEC1', 'HARRY L ENGLEBRIGHT DAM', '   0.36', '   3.71', '   6.73', '   9.92', '   1.83', '  11.41', '   1.43', '   0.70', '   0.21', '   0.00', '   0.00', '   0.00', ' 36.30', ' 102', ' 102'
2016, 'MCLC1', 'MCCLOUD', '   0.91', '   1.72', '   9.58', '  12.17', '   4.16', '  13.24', '   1.89', '   1.73', '   0.22', '   0.26', '   0.00', '   0.00', ' 45.88', '  93', '  93'
2016, 'MHS', 'MT. SHASTA', '   0.59', '   1.44', '   7.46', '  13.00', '   3.03', '  11.21', '   1.90', '   1.28', '   2.40', '   0.00', '   0.00', '   0.08', ' 42.39', '  98', '  98'
2016, 'MINC1', 'MINERAL', '   1.59', '   3.44', '  11.88', '  17.29', '   2.86', '  21.78', '   2.77', '   1.80', '   0.00', '   0.00', '   0.00', '   0.14', ' 63.55', ' 110', ' 110'
2016, 'MNZC1', 'MANZANITA LAKE', '   1.30', '   4.50', '   9.71', '   9.06', '   2.49', '   8.36', '   3.94', '   3.23', '   2.14', '   0.00', '   0.47', '   0.00', ' 45.20', ' 110', ' 110'
2016, 'NVDC1', 'NEVADA CITY', '   0.99', '   5.10', '  13.84', '  17.44', '   1.94', '  19.22', '   2.50', '   1.72', '   0.00', '   0.00', '   0.00', '   0.00', ' 62.75', ' 101', ' 101'
2016, 'ONDC1', 'ORLAND', '   0.07', '   1.47', '   2.42', '   6.99', '   0.28', '   4.74', '   0.82', '   2.24', '   0.41', '   0.00', '   0.00', '   0.00', ' 19.44', '  84', '  84'
2016, 'PCHC1', 'PACIFIC HOUSE', '   2.90', '   5.41', '  13.88', '  12.78', '   3.15', '  14.60', '   4.22', '   1.10', '   0.50', '   0.00', '   0.00', '   0.07', ' 58.61', ' 108', ' 108'
2016, 'PLCC1', 'PLACERVILLE', '   2.05', '   6.05', '   9.60', '   8.43', '   2.12', '  11.23', '   2.74', '   0.86', '   0.62', '   0.00', '   0.00', '   0.00', ' 43.70', ' 109', ' 109'
2016, 'PLUC1', 'PLUMAS EUREKA SP', '   1.71', '   3.76', '  12.47', '  16.18', '   4.57', '  18.99', '   2.28', '   1.52', '   1.18', '   0.00', '   0.08', '   0.00', ' 62.74', 'NA', 'NA'
2016, 'PRAC1', 'PORTOLA', '   1.50', '   2.93', '   4.22', '   5.00', '   1.28', '   7.38', '   1.76', '   1.90', '   0.24', '   0.00', '   0.01', '   0.00', ' 26.22', ' 113', ' 113'
2016, 'PRDC1', 'PARADISE', '   0.52', '   4.91', '  10.60', '  20.20', '   1.87', '  16.19', '   3.02', '   0.83', '   2.56', '   0.00', '   0.00', '   0.00', ' 60.70', ' 104', ' 104'
2016, 'PRPC1', 'PIT RIVER PH5', '   1.05', '   2.83', '  19.78', '  24.66', '   6.90', '  21.86', '   2.66', '   3.93', '   0.00', '   0.00', '   0.00', '   0.00', ' 83.67', ' 107', ' 107'
2016, 'QCYC1', 'QUINCY', '   1.65', '   3.32', '   7.88', '  12.97', '   2.44', '  18.26', '   1.94', '   1.88', '   1.27', '   0.00', '   0.00', '   0.01', ' 51.62', ' 130', ' 130'
2016, 'RBL', 'RED BLUFF AP', '   0.22', '   1.15', '   4.11', '   8.80', '   0.41', '   6.21', '   1.28', '   0.51', '   1.46', '   0.00', '   0.00', '   0.00', ' 24.15', '  99', '  99'
2016, 'SERC1', 'SIERRAVILLE', '   1.09', '   3.30', '   6.62', '   7.49', '   1.23', '   7.57', '   2.06', '   2.15', '   0.19', '   0.08', '   0.50', '   0.16', ' 32.44', ' 127', ' 127'
2016, 'SHDC1', 'SHASTA DAM', '   0.52', '   2.06', '  13.04', '  23.30', '   3.18', '  17.35', '   1.77', '   2.37', '   0.00', '   0.00', '   0.00', '   0.00', ' 63.59', '  97', '  97'
2016, 'SLPC1', 'SLY PARK', '   4.69', 'M', '  13.55', '  13.54', '   5.44', '  13.36', 'M', '   0.99', '   0.04', '   0.00', '   0.00', '   0.00', 'M'
2016, 'SMTC1', 'SACRAMENTO 5 ESE', '   0.44', '   1.35', '   1.83', '   5.85', '   0.85', '   4.64', '   1.48', '   0.59', '   0.00', '   0.00', '   0.00', '   0.00', ' 17.03', '  84', '  84'
2016, 'SODC1', 'SODA SPRINGS', '   3.19', '   5.35', '  14.45', '  16.22', '   3.23', '  17.17', '   4.25', '   3.35', '   0.51', '   0.00', '   0.00', '   0.08', ' 67.80', ' 106', ' 106'
2016, 'STOC1', 'STONY GORGE', '   0.13', '   0.70', '   3.08', '   7.36', '   0.46', '   5.12', '   0.51', '   0.92', '   0.26', '   0.00', '   0.00', '   0.00', ' 18.54', '  83', '  83'
2016, 'STYC1', 'STRAWBERRY VALLEY', '   1.12', '   5.84', '  18.22', '  26.90', '   2.94', '  28.61', '   2.84', '   1.94', '   1.31', '   0.00', '   0.00', '   0.03', ' 89.75', ' 108', ' 108'
2016, 'TWLC1', 'CAPLES LAKE', '   2.01', '   5.95', '  11.57', '   9.58', '   3.13', '   9.74', '   4.07', '   1.69', '   0.24', '   0.01', '   0.13', '   0.46', ' 48.58', ' 103', ' 103'
2016, 'VOLC1', 'VOLTA PH', '   0.59', '   3.32', '   8.76', '   9.02', '   2.62', '   5.77', '   2.38', '   2.38', '   1.10', '   0.00', '   0.00', '   0.00', ' 35.94', ' 102', ' 102'
2016, 'VTNC1', 'VINTON', '   1.49', '   2.62', '   1.93', '   2.42', '   1.52', '   3.03', '   1.87', '   1.40', '   0.02', '   0.00', 'M', '   0.17', 'M'
2016, 'WSKC1', 'WHISKEYTOWN RES', '   9.46', '   1.59', '  13.52', '  24.00', '   2.95', '  19.19', '   1.85', '   1.67', '   1.10', '   0.00', '   0.00', '   0.00', ' 75.33', ' 115', ' 115'
2016, 'SAN JOAQUIN'
2016, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2016, 'ABYC1', 'AUBERRY', '   0.34', '   4.05', '   4.77', '   8.40', 'M', '   5.44', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'ARNC1', 'CALAVERAS BIG TREES', '   3.16', '   6.20', '  13.97', '  11.98', '   2.04', '  13.31', '   3.39', '   0.61', '   0.00', '   0.00', '   0.00', '   0.00', ' 54.66', '  96', '  96'
2016, 'CHVC1', 'CHERRY VALLEY', '   1.54', '   5.73', '  12.30', '  11.61', '   1.71', '  11.01', '   2.90', '   1.95', '   0.40', '   0.00', '   0.00', '   0.07', ' 49.22', '  97', '  97'
2016, 'CMPC1', 'CAMP PARDEE', '   1.10', '   2.97', '   4.89', '   6.13', '   0.94', '   5.85', '   2.70', '   0.18', '   0.00', '   0.00', '   0.00', '   0.00', ' 24.76', ' 105', ' 105'
2016, 'EXQC1', 'EXCHEQUER DAM', '   0.76', '   4.49', '   5.32', '   6.42', '   0.59', '   6.12', '   2.14', '   0.17', '   0.00', '   0.00', '   0.00', '   0.00', ' 26.01', ' 126', ' 126'
2016, 'FDDC1', 'FIDDLETOWN DEXTER RANCH', '   1.77', '   5.04', '   8.43', '   9.29', '   1.80', '   9.46', '   3.47', '   0.57', '   0.00', '   0.00', '   0.07', '   0.00', ' 39.90', ' 106', ' 106'
2016, 'FLOC1', 'FLORENCE LAKE', 'M', 'M', 'M', 'M', 'M', 'M', '   1.71', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'FRAC1', 'FRIANT GOVERNMENT CAMP', '   0.30', '   2.46', '   3.99', '   5.28', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   0.00', 'M'
2016, 'GRVC1', 'GROVELAND RS', '   0.80', '   6.26', '   8.58', '   9.70', '   1.67', '  10.17', '   3.02', '   0.22', '   1.82', '   0.00', '   0.00', '   0.03', ' 42.27', ' 111', ' 111'
2016, 'HETC1', 'HETCH HETCHY', '   2.87', '   3.86', '   8.13', '   9.14', '   1.59', '   7.77', '   3.36', '   0.55', '   2.44', '   0.00', '   0.00', '   0.05', ' 39.76', ' 105', ' 105'
2016, 'HNTC1', 'HUNTINGTON LAKE', 'M', '   3.36', '   7.76', '   9.68', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'LOSC1', 'LOS BANOS', '   0.44', '   2.27', '   0.84', '   4.04', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M'
2016, 'MCEC1', 'MERCED', 'M', 'M', '   2.01', '   3.02', 'M', 'M', '   1.07', 'M', 'M', 'M', 'M', '   0.00', 'M'
2016, 'MDRC1', 'MADERA', '   0.29', '   1.81', '   2.24', '   3.16', '   0.06', 'M', 'M', 'M', 'M', 'M', 'M', '   0.00', 'M'
2016, 'MOD', 'MODESTO AP', '   0.20', '   2.22', '   1.99', '   5.03', '   0.55', '   3.81', '   1.57', '   0.25', '   0.00', '   0.00', '   0.00', '   0.00', ' 15.62', ' 119', ' 119'
